지역,Indicator Name,year,value
광주,음주율,2021,11.4
광주,우울감경험률,2021,27.2
광주,흡연율,2021,6.7
대전,특성화고진학률,2021,0.13346303501945525
대전,특목고진학률,2021,0.05766536964980545
대전,자율고진학율,2021,0.13875486381322957
대전,특+자 진학률,2021,0.19642023346303503
대전,사교육비,2021,35.3
대전,음주율,2021,10.0
대전,우울감경험률,2021,26.5
대전,흡연율,2021,4.6
울산,특성화고진학률,2021,0.15987397093200528
울산,특목고진학률,2021,0.07714198597418437
울산,자율고진학율,2021,0.013822542941355829
울산,특+자 진학률,2021,0.0909645289155402
울산,사교육비,2021,34.0
울산,음주율,2021,13.2
울산,우울감경험률,2021,23.9
울산,흡연율,2021,3.7
세종,특성화고진학률,2021,0.07037643207855974
세종,특목고진학률,2021,0.057555919258046914
세종,자율고진학율,2021,0.027550463720676488
세종,특+자 진학률,2021,0.0851063829787234
세종,사교육비,2021,40.6
세종,음주율,2021,8.8
세종,우울감경험률,2021,27.1
세종,흡연율,2021,4.6
경기,특성화고진학률,2021,0.14163500648102623
경기,특목고진학률,2021,0.03631162562016717
경기,자율고진학율,2021,0.018629598176373306
경기,특+자 진학률,2021,0.05494122379654047
경기,사교육비,2021,42.2
경기,음주율,2021,10.4
경기,우울감경험률,2021,28.4
경기,흡연율,2021,4.4
강원,특성화고진학률,2021,0.15812174479166666
강원,특목고진학률,2021,0.042317708333333336
강원,자율고진학율,2021,0.0032552083333333335
강원,특+자 진학률,2021,0.045572916666666664
강원,사교육비,2021,28.9
강원,음주율,2021,15.0
강원,우울감경험률,2021,28.5
강원,흡연율,2021,6.1
충북,특성화고진학률,2021,0.2456234232856815
충북,특목고진학률,2021,0.05259536732665698
충북,자율고진학율,2021,0.054965216726549956
충북,특+자 진학률,2021,0.10756058405320694
충북,사교육비,2021,28.7
충북,음주율,2021,16.5
충북,우울감경험률,2021,28.6
충북,흡연율,2021,7.3
충남,특성화고진학률,2021,0.18707122538903453
충남,특목고진학률,2021,0.039154442523286294
충남,자율고진학율,2021,0.03268447766188856
충남,특+자 진학률,2021,0.07183892018517486
충남,사교육비,2021,29.2
충남,음주율,2021,12.7
충남,우울감경험률,2021,30.1
충남,흡연율,2021,4.2
전북,특성화고진학률,2021,0.14348295346327217
전북,특목고진학률,2021,0.054155291727509366
전북,자율고진학율,2021,0.007174147673163609
전북,특+자 진학률,2021,0.06132943940067297
전북,사교육비,2021,30.0
전북,음주율,2021,11.0
전북,우울감경험률,2021,27.7
전북,흡연율,2021,5.6
전남,특성화고진학률,2021,0.23059958649207443
전남,특목고진학률,2021,0.04906960716747071
전남,자율고진학율,2021,0.01950379048931771
전남,특+자 진학률,2021,0.06857339765678842
전남,사교육비,2021,25.6
전남,음주율,2021,11.5
